usuario_id,restaurante_id,fecha_visita,consumo,con_reserva
353,27,2026-01-07,365.12,true
110,37,2025-10-27,307.47,true
26,79,2024-09-29,36.3,true
129,184,2026-05-07,604.54,true
490,171,2025-10-07,155.13,false
448,149,2025-02-02,46.61,true
33,134,2025-10-17,127.91,false
421,146,2025-07-12,555.51,true
497,124,2025-03-01,566.89,true
107,181,2026-05-14,377.83,true
420,195,2025-02-16,624.45,true
175,72,2026-02-09,219.36,true
483,50,2026-04-16,102.63,true
279,57,2024-08-14,552.25,true
277,129,2025-02-20,47.62,true
114,66,2024-08-26,544.63,true
72,171,2025-10-11,524.4,true
278,127,2026-01-12,572.47,true
438,74,2025-01-05,168.89,true
313,30,2025-01-17,393.96,false
27,142,2025-08-03,525.15,false
11,89,2024-09-03,379.3,true
449,72,2026-04-09,268.42,false
240,193,2025-01-21,207.46,true
323,126,2024-07-22,119.39,false
363,9,2025-01-16,462.18,true
125,135,2024-09-06,128.95,false
161,39,2026-01-03,153.51,false
434,92,2024-10-01,637.38,true
5,137,2024-09-08,316.21,true
21,19,2024-10-11,436.0,false
320,167,2025-02-23,45.3,false
8,195,2024-11-06,455.93,true
75,200,2025-05-03,505.75,true
411,152,2025-08-23,226.06,false
303,65,2025-07-16,544.87,true
314,182,2025-05-05,239.85,false
285,133,2024-11-30,525.23,true
78,160,2024-09-17,523.17,true
301,188,2025-12-21,76.01,true
35,175,2025-03-19,58.34,false
258,49,2026-05-04,288.25,false
220,191,2025-12-01,540.57,true
131,98,2025-09-30,268.46,false
236,12,2025-02-22,292.68,true
109,17,2026-04-15,341.08,true
25,88,2025-07-19,399.71,true
171,145,2025-01-17,574.79,true
345,192,2025-02-20,387.26,true
309,153,2024-10-05,50.12,false
324,126,2025-08-24,83.46,true
95,90,2024-09-03,540.06,true
352,89,2026-02-05,49.0,false
67,133,2024-10-30,326.94,false
221,144,2025-01-02,106.7,true
85,146,2024-07-20,131.3,false
492,174,2026-03-24,494.87,true
230,143,2025-06-25,473.7,false
340,18,2025-05-20,111.89,true
234,141,2026-05-21,133.26,true
486,111,2026-01-21,533.66,true
490,59,2025-02-21,560.31,true
188,198,2025-05-28,324.3,true
435,169,2026-03-21,513.92,true
173,126,2025-02-06,547.61,false
312,89,2025-08-22,341.72,true
264,49,2024-09-16,263.11,false
95,127,2024-07-29,609.87,true
48,84,2026-05-28,155.48,false
453,27,2025-12-30,288.65,true
250,107,2025-11-29,108.06,false
181,135,2024-07-14,531.05,false
252,26,2026-02-06,372.07,true
262,180,2025-04-16,447.52,false
6,66,2026-01-21,35.86,false
474,84,2026-02-03,330.22,false
459,80,2026-04-30,425.96,false
38,135,2025-06-11,400.87,false
166,168,2025-08-02,601.92,true
34,137,2025-01-04,68.92,true
115,62,2026-02-17,512.1,false
229,29,2026-06-21,591.37,false
26,96,2025-02-04,83.68,false
191,196,2025-07-07,156.3,true
73,176,2026-03-04,143.65,false
99,55,2025-07-11,255.14,false
227,33,2024-09-29,147.28,false
297,63,2024-12-17,48.72,true
165,47,2025-01-30,509.15,true
182,19,2024-11-16,529.79,false
428,61,2025-04-05,626.21,false
217,92,2026-01-05,126.18,true
299,163,2025-12-08,361.31,true
206,27,2025-09-26,133.0,true
482,18,2026-06-19,619.64,false
400,30,2024-12-05,169.84,true
294,177,2025-07-29,635.55,false
217,183,2024-08-13,529.23,false
275,92,2024-09-09,639.53,true
243,25,2024-08-21,602.26,true
325,111,2025-11-01,488.0,true
133,121,2026-01-18,295.62,true
346,32,2026-06-20,633.26,true
257,80,2025-03-31,627.93,true
257,59,2026-03-28,253.58,true
185,102,2025-11-19,146.65,false
470,27,2025-08-21,296.9,true
294,176,2024-08-12,567.67,false
218,187,2024-12-25,517.52,false
84,131,2024-11-15,479.58,false
343,103,2024-09-01,349.77,true
2,12,2025-11-10,265.63,false
137,123,2024-11-21,343.65,true
161,7,2025-03-11,271.76,true
364,162,2025-12-26,564.84,false
273,171,2025-10-16,573.17,false
480,193,2025-07-18,133.72,true
194,119,2026-03-21,211.99,true
316,53,2024-09-27,390.75,true
468,138,2025-11-25,371.6,true
226,99,2025-12-13,105.11,true
366,159,2026-01-09,454.26,false
189,47,2024-10-30,58.0,true
76,61,2026-04-04,267.34,false
276,4,2026-03-02,444.66,false
46,165,2025-01-06,303.56,true
69,51,2026-04-07,66.17,false
104,109,2024-11-18,515.73,true
445,93,2025-02-20,63.7,true
264,11,2025-07-31,158.21,true
432,80,2024-07-31,379.63,false
12,60,2024-09-12,277.58,false
283,133,2025-02-18,428.3,true
326,165,2026-05-29,165.39,false
180,1,2024-07-08,510.57,true
2,32,2025-02-14,84.54,true
225,171,2025-08-17,133.88,false
77,169,2024-09-13,564.7,true
260,95,2026-04-18,430.79,false
378,199,2025-11-15,284.37,false
340,122,2024-09-22,413.44,false
226,35,2025-04-21,603.16,true
380,81,2026-03-30,457.58,true
402,70,2026-03-27,54.28,true
405,103,2024-11-07,514.97,true
24,83,2026-02-04,147.99,true
300,81,2024-10-05,492.85,true
358,19,2025-04-27,105.09,false
210,89,2024-08-29,649.64,false
257,64,2026-02-12,573.15,true
267,169,2025-06-26,162.43,true
337,38,2026-02-14,600.43,false
83,100,2024-12-05,491.47,true
352,84,2026-06-01,277.67,true
59,98,2025-07-23,479.72,false
408,35,2025-03-08,515.91,false
271,177,2025-05-23,512.86,false
155,100,2025-05-28,493.25,false
151,147,2025-07-12,494.47,true
